entryId	lemma	partOfSpeech
awn4-e173fa12eec88	من الجانب السفلي	r
awn4-e17407d8bd0af	فراولة السرمق	n
awn4-e1740b3fe3685	دَاكِن البَشَرَة	s
awn4-e1742077cd539	سجادة صلاة	n
awn4-e174282a2977a	تجسيد حي	n
awn4-e1742e28d2447	أزال الكربون	v
awn4-e174315d8fa60	تجانُس	n
awn4-e1744311d511c	غالي	n
awn4-e1745425b5b45	ألاسكا المخبوزة	n
awn4-e17454731feed	مُقَارَنَة خَيَالِيَّة	n
awn4-e17460f99620d	مُكَلَّسٌ	s
awn4-e174635d66db6	رَفَضَ	v
awn4-e17463bdf382e	رغم	r
awn4-e1747ccbe2945	باماكو	n
awn4-e1747e8302abb	جويسئة رمحية	n
awn4-e1749ad97cd8a	يودوثيرونين	n
awn4-e174a60efb89a	إشيروود	n
awn4-e174aa653c371	بالاكلافا	n
awn4-e174aeff11491	غَازِيّ	s
awn4-e174bba39d381	صخر رسوبي	n
awn4-e174bbbb432a0	لفق تهمة	v
awn4-e174bc1d2286e	مسمار ثلاثة بوصة	n
awn4-e174c11e31249	ولد	n
awn4-e174c7557846d	زيت أطفال	n
awn4-e174cd5e5623f	جنس القرزبيل	n
awn4-e174cd9403406	مُعْتَدِل	s
awn4-e174e4d5e9034	ذبابة صناعية	n
awn4-e174e9de274b7	طار بشراعية معلقة	v
awn4-e174eafff200a	عضلة قلبية	n
awn4-e174f9a1cc5e1	عتبة الفارق	n
awn4-e175032183c86	ميكروفون	n
awn4-e17505ba72908	كأس شامبانيا	n
awn4-e1750a1894bc8	نهر لينا	n
awn4-e1750fbe47f3e	عاقل	a
awn4-e1751eba7dcf3	سحاقي	a
awn4-e1751f769a249	مُفَارِق	s
awn4-e17534dca1c75	سلالة تانغ	n
awn4-e17538682805b	مصاب بجنون العظمة	n
awn4-e1754076648e3	ظرف شرطي	n
awn4-e17542c05549a	ضغط السائل	n
awn4-e1755038c492f	إبرة رتق	n
awn4-e17551e6b9cd6	حفل بلوغ ديني (للذكور)	n
awn4-e17557176bc7e	وَزَنَ رَأْسِيّاً	v
awn4-e1755903e8285	مُتَلَهِّف	n
awn4-e17568e54e71d	هو تشي منه	n
awn4-e1756c444c8a4	جرس الصوت	n
awn4-e1756c5358a69	جمهورية هندوراس	n
awn4-e1756fdde5e52	جَدِيد عَلَى	s
awn4-e175793142a38	غي دو موباسان	n
awn4-e17579f57ab87	محول طرق	n
awn4-e1757f4b80539	ميزان تسوية	n
awn4-e175816566551	ثقيل	a
awn4-e175891e20820	بلاسيديل	n
awn4-e175a047866ba	إيراغروستس	n
awn4-e175a1242b82d	محاولة سريعة	n
awn4-e175ae4d94983	ملي واط	n
awn4-e175b8bb45b41	توم هانكس	n
awn4-e175d89ceb48f	قلائي	a
awn4-e175e20bafc7c	ثني الساقين	n
awn4-e175e2265fd3f	نينخورساج	n
awn4-e175e538a5a24	سلفوناميد	n
awn4-e175ee35f38bf	فنان أسلوب	n
awn4-e175f5ec8c485	مشبك C	n
awn4-e175f9a237f1d	منشأة خدمية	n
awn4-e175fdea5a49a	تَلَّة صَخْرِيَّة	n
awn4-e176041bbddb1	عرابة جنية	n
awn4-e17606d131308	بقلاوة	n
awn4-e1760b370de1c	غرير العسل	n
awn4-e1760b4219fbb	منغوليا	n
awn4-e1760dd6f9c54	ملابس مفصلة	n
awn4-e17612dff14c2	داء الفيالقة	n
awn4-e17614034f6ac	شكّل فريقاً	v
awn4-e1761ad52dd86	تداول	n
awn4-e1761c3730af1	بشكل مرقع	r
awn4-e176306d4fcf8	مشعل أوكسي أسيتيلين	n
awn4-e176350230b90	غلو في الدين	n
awn4-e176466432b80	مِقْيَاس الدَّم	n
awn4-e1764a6c58e9a	صعود	n
awn4-e17651a5cdcc0	مِن النَّاحِيَة البِيئِيَّة	r
awn4-e176604a00d36	زيتا فلوب	n
awn4-e176650a38b79	طَوِيل نِسْبِيًّا	s
awn4-e17669d2e5e2b	جنس الفليفلة	n
awn4-e1767f7946a18	رودابيثكس	n
awn4-e17683ff44605	ثُنَائِيّ اللَّوْن	s
awn4-e1768de6eda2d	تحيز	n
awn4-e1768e00e0030	صغر نفس	n
awn4-e1768e8bd5fc9	سهل طمي	n
awn4-e176a19adee1d	غشاء سباحة	n
awn4-e176a4f0d67e0	تفاف	n
awn4-e176bbd3086fa	ملحومة	n
awn4-e176d0896cd6e	رئة حديدية	n
awn4-e176d0ed09492	عَالِق عَلَى صَخْرَة	s
awn4-e176e8a9c4051	راتنج	n
awn4-e176f8587d5e1	كَتَبَ بِحُرُوفِ لُغَةٍ أُخْرَى	v
awn4-e176f8813884a	بيكويريا	n
awn4-e176f95cc1532	ميلارد فيلمور	n
awn4-e176fad63feb5	تحفة صغيرة	n
awn4-e17702039049b	حورس	n
awn4-e177070f08f0f	العبرية الحديثة	n
awn4-e1770adf51df3	بياضات منزلية	n
awn4-e17712762f9fc	إشارة تشريحية	n
awn4-e17713d72279e	ضِمْنِيّ	s
awn4-e1772534eb2a3	تِسْعِينِيّ	s
awn4-e1773b726ad01	شجرة الآكي	n
awn4-e1773c01b59e2	كاسيري	n
awn4-e1775cb4c6688	أفيسينيا	n
awn4-e17765561d8ca	طويئفة كاملات الرؤوس	n
awn4-e1776b418487f	قَابِل لِلتَّفْكِيك	s
awn4-e1776c9472188	هلاك	n
awn4-e1776e4163544	جَدِيلَة	n
awn4-e1776f8b5abfe	حقبة	n
awn4-e1777124f4ee3	كورجة	n
awn4-e177747f8e6a2	لسان الحماة	n
awn4-e17777411d001	عضلة نعلية	n
awn4-e1777e62f5d86	ليس أكثر	r
awn4-e17782679b355	تمططية	n
awn4-e177856a53d57	جنس هيكساميتا	n
awn4-e1778f2fd9b6e	جيرترود لورانس	n
awn4-e1778fbeb7df4	نحت ناتئ	n
awn4-e177a36ed7a63	لَطِيف	a
awn4-e177a7ccb0415	العالم الحر	n
awn4-e177b02f211a9	الفصيلة المغزرية	n
awn4-e177b5002a932	ديسبروسيوم	n
awn4-e177caaf5a932	شيء تافه	n
awn4-e177cb1da75fa	لوح ركوب الأمواج	n
awn4-e177cf0facf32	يَحْتَاجُ لِلْمَضْغ	s
awn4-e177d12e4f242	144	n
awn4-e177d527b42e3	غرفة معيشة ونوم	n
awn4-e177e48eae6e3	مَدَحَ	v
awn4-e177e952dcb5e	متاعب	n
awn4-e177ec68b93bd	هوريكان	n
awn4-e177f26780ea3	إسطبل	n
awn4-e17801b3651b2	يونان	n
awn4-e17804239e1bb	أندريه فوزنيسينسكي	n
awn4-e1781c43305c9	عمة كبرى	n
awn4-e1781d27cbaf9	مُنَقَّر	s
awn4-e1782ae03df23	وَرَاءَ الجِبَال	s
awn4-e1782cb0dbdd7	وحدة هاتف	n
awn4-e1782e6093156	نَذِير شُؤْم	n
awn4-e17840995a490	جنس الحشرة الورقية	n
awn4-e1784adf8c019	عفن حلقي	n
awn4-e17850a29b9a9	مُبْتَكِر	n
awn4-e178542c2fb66	سروال ركبة	n
awn4-e178612ff6d7a	مضطهد	n
awn4-e17872e0db0db	وحدة نقدية جنوب أفريقية	n
awn4-e17874fe778f8	شاحن بطارية	n
awn4-e1787785e7d1a	صامت لثوي	n
awn4-e1787ba843916	دراسينا	n
awn4-e17885bbb9bf3	أداة عقاب	n
awn4-e17885fdc59d6	جمبسوت	n
awn4-e17889304456d	تزيين الحواف	n
awn4-e1788ca7a68dd	مقال رئيسي	n
awn4-e17892bdb57ee	دخل	v
awn4-e17893e6342fe	سامولس	n
awn4-e1789e6684cd8	لاصق ورق الجدران	n
awn4-e178a53b97e61	أنتريسكوس	n
awn4-e178a5bb395ca	مملكة هولندا	n
awn4-e178a5c5365f9	مضيعة للوقت	n
awn4-e178b9a9d3a82	كونت	n
awn4-e178ba0840ccb	سَكِرَ	v
awn4-e178c0c799935	ثنائية مغلقة	n
awn4-e178c99114a10	هاضم	n
awn4-e178d4ecced7e	ميكانيكياً	r
awn4-e178d7079afed	صمغ الثلج	n
awn4-e178de2e81016	بروق المستنقعات الأوروبي	n
awn4-e178ea7fd03a6	متضاد	a
awn4-e178ed05a9710	حرب المعلومات	n
awn4-e178fc9f6c87f	حياة برية	n
awn4-e17906e643a6b	ذرة حقلية	n
awn4-e1790e40cfb41	مصمم ديكور	n
awn4-e17910f9d06de	أودوبينيدات	n
awn4-e179127aa5dc9	لويحة أميلويد	n
awn4-e17912c180d05	جنس الخروع	n
awn4-e1791aee675c3	هنري ماتيس	n
awn4-e1791e750d22b	حجر قرني	n
awn4-e1792ce38d02c	هدية إضافية	n
awn4-e1792de048b05	أخطأ في العدّ	v
awn4-e17932e5c9d23	مستعمرة ملكية خاصة	n
awn4-e17933fcaec52	عين صنوبرية	n
awn4-e17935d34a762	طن-كيلومتر	n
awn4-e1793ee92fca8	معادلة خطية	n
awn4-e1793f29376d9	حضّر بسرعة	v
awn4-e1794a3d4ea1e	جحافل	n
awn4-e17953541d285	مضيفة	n
awn4-e1795f9e468dc	دارى	v
awn4-e17960576b131	رقاقة لاصقة	n
awn4-e1796f3f15248	أسرة الميموزاوات	n
awn4-e1797c50cc83f	تأمين السيارات	n
awn4-e179835dcf427	استهلاك اقتصادي	n
awn4-e17983de48213	نَبَشَ	v
awn4-e1798b9294f25	تغيير الوجهة	n
awn4-e17995332f191	نهر سانت فرانسيس	n
awn4-e17998e042490	رومانيا	n
awn4-e179a1fa7fa30	وغد	n
awn4-e179a847d0a30	عزوف	n
awn4-e179aeb60f3d8	عسلة الشجيرة	n
awn4-e179b4667ff12	وحل ثلجي	n
awn4-e179b8c588bb9	دوريس	n
awn4-e179b94d98de4	حَمَّلَ فَوْقَ الطَّاقَة	v
awn4-e179b9b292362	حضرية	n
awn4-e179bfccf1a6e	مفرزة	n
awn4-e179c19cd88ca	القرآن	n
awn4-e179c61b4e52d	بذراع ممدودة جانبياً	r
awn4-e179c71280c33	زهرة الوحل الأمريكية	n
awn4-e179cd3ba1bd5	صانعة خشب	n
awn4-e179d8ba32fdf	عداء سريع	n
awn4-e179daef7118b	نبات طاحونة الماء	n
awn4-e179f025d25e9	طائر الأدغال	n
awn4-e179f21a54d71	صورة ثلاثية الأبعاد	n
awn4-e17a03882cb11	شلمبرجيرا	n
awn4-e17a05905d02d	شهوانياً	r
awn4-e17a11d67827a	سحلب اللجام الساحلي	n
awn4-e17a1ba48a8e1	إجازة	n
awn4-e17a2801fc1d5	مصرفي استثماري	n
awn4-e17a44cd36ccc	أَدْلَى بـ	v
awn4-e17a4ce7b0a76	حامل سندات	n
awn4-e17a562451b16	بيكوبتريس	n
awn4-e17a5626ac6e7	مشط دابة	n
awn4-e17a602d80052	زلاجة ذات عجلات	n
awn4-e17a797baade9	بورغوندي	n
awn4-e17a80c92fff0	ناظم السوناتات	n
awn4-e17a8a59e0006	مُخَالَفَة الدُّسْتُور	n
awn4-e17a99fe14bde	بشكل صارم	r
awn4-e17a9afb0a505	اِنْشَطَرَ	v
awn4-e17a9bd12ff7a	فلوس	n
awn4-e17abe5ccc886	أُسَرِيًّا	r
awn4-e17ac525bb981	عشبة الظربان	n
awn4-e17acae150303	رامبوييه	n
awn4-e17ad31a0f16d	فاكهة النجمة	n
awn4-e17ad3a6d185c	ساراسواتي	n
awn4-e17add0003aee	مليون عملية نقطة عائمة في الثانية	n
awn4-e17add7d7bb85	مَضَى	v
awn4-e17ae7bb38088	ضآلة الحجم	n
awn4-e17aeac965904	مكانة مناسبة	n
awn4-e17af329a29fc	طرفية بعيدة	n
awn4-e17af860783f0	نكهة الليمون	n
awn4-e17b021d7fb59	تَوَاقَحَ	v
awn4-e17b09788b893	لون هادئ	n
awn4-e17b0beaedf5a	لسان جغرافي	n
awn4-e17b21409d4f2	ذُو ثِمَار دَاكِنَة	s
awn4-e17b31f1bf0e6	مجنقة	n
awn4-e17b3c276e339	مسكن للألم	n
awn4-e17b40ff99f37	اختبار ميداني	n
awn4-e17b484a6f7a8	دجاجة البراري الكبرى	n
awn4-e17b51c7690f0	أجّج من جديد	v
awn4-e17b5c6261b48	خُبْث	n
awn4-e17b69b8a16b9	ثري أنيق	n
awn4-e17b77e1394e8	هجوع	n
awn4-e17b77fba3288	اهتز بعنف	v
awn4-e17b8209f7480	مَلِيءٌ بِالشِّعَاب	s
awn4-e17b901c4cf63	سيارة الأمان	n
awn4-e17ba1bf2a556	وَضَعَ عَلامَة	v
awn4-e17ba25b9847d	كأس الزهرة	n
awn4-e17ba523318c1	رافع أثقال	n
awn4-e17ba5b5818a2	لون دم الثور	n
awn4-e17ba7b16be75	تكلفة الوحدة	n
awn4-e17baf98b75cd	الأصولية	n
awn4-e17bbab9cab12	حسن تقدير	n
awn4-e17bc6521f197	رودولف موسباور	n
awn4-e17bc968eee41	وعاء الخردوات	n
awn4-e17bd348b0cc5	فرج	n
awn4-e17bfa73cbd79	مقياس الارتفاع بالغليان	n
awn4-e17bfd41c6d10	قدرة تحمل	n
awn4-e17c0eae6b2b3	أداة وضع الصهور	n
awn4-e17c10ce4b26c	تراكب	n
awn4-e17c1e65af52c	سكنياً	r
awn4-e17c21f0291f4	أذل	v
awn4-e17c25aac72b8	ميزة إضافية	n
awn4-e17c333ec9e90	حناء دجال	n
awn4-e17c37a49f2ce	بروتين سكري	n
awn4-e17c38199d55e	بضع القزحية	n
awn4-e17c3955ce4b5	ديكتامنيوس	n
awn4-e17c4077d1206	الأناجيل الإزائية	n
awn4-e17c46a64f7ed	تفحميات	n
awn4-e17c552d1d708	اَلْأَرْبَعُونَ	s
awn4-e17c631e5e93e	نطاق ميسابي	n
awn4-e17c6c3171bf4	برميل كبير	n
awn4-e17c855d19f67	حق المرور	n
awn4-e17c98b608441	قسم النظافة	n
awn4-e17c9e387f09b	تَلَكَّأَ	v
awn4-e17c9feda6459	نقطة مراقبة	n
awn4-e17cadcc7a4c0	أيل السامبر	n
awn4-e17cb73d0a52a	انحرف للميناء	v
awn4-e17cc5aa45295	موسكوس	n
awn4-e17cca6f3d5d0	محرك متزامن	n
awn4-e17cd6629d74e	شوكيات الجوف	n
awn4-e17ceea3307cc	التهاب الشفة الزاوي	n
awn4-e17cf1d24df49	مؤمن بوحدة الوجود	n
awn4-e17cf3348b8f8	تثاؤب	n
awn4-e17cfd40a4dea	أرض المعارض	n
awn4-e17d09d1303a6	قاضي المدينة	n
awn4-e17d0a7365cd3	مجتمع الصيد والجمع	n
awn4-e17d12273d6ba	نقل الملكية العقارية	n
awn4-e17d2eba88a1f	داخل	a
awn4-e17d3703f4a55	علم القراصنة	n
awn4-e17d378c4db35	تَحْضِيرِيّ طِبِّيّ	s
awn4-e17d402309de2	ارتباط موجب	n
awn4-e17d47c994a39	جِلْف	s
awn4-e17d525ad3ee5	سلطعون المحار	n
awn4-e17d79e12be91	استهوى	v
awn4-e17d7c24897c0	أَفْلَح	s
awn4-e17d82aeffc0f	تجانب	n
awn4-e17d90340ba86	بيلينغهام	n
awn4-e17d9ae3f6d50	كيبوتس	n
awn4-e17da2ad524ea	فأر الأيل	n
awn4-e17db139dfd2b	هبوط تحطمي	n
awn4-e17dbab282481	مباراة ملاكمة	n
awn4-e17dbbad90146	سارق الأضواء	n
awn4-e17dbf6c99085	متواضع	a
awn4-e17dc3e5abb2b	يزايد استباقياً	v
awn4-e17dcceb2f38a	تدفئة	n
awn4-e17dd21e567a0	جنس سالبينكتس	n
awn4-e17dd251eddab	انتشار	n
awn4-e17ddbbe127b3	حرارة التفكك	n
awn4-e17de718fa32e	آكل الجيف	n
awn4-e17dfd546eafb	مركز حراسة	n
awn4-e17e0fa1249d6	قروي أبيض فقير	n
awn4-e17e15c8f1fac	جون واناماكر	n
awn4-e17e2da81a8c2	حَزَّ	v
awn4-e17e38e755ae8	تشكيلة الآلات	n
awn4-e17e3ab327537	وحدة عسكرية	n
awn4-e17e3b43703dd	بول روبسون	n
awn4-e17e3cfc01331	طور	n
awn4-e17e481c19b7c	ما قبل الزواج	a
awn4-e17e4f3c1273c	صَنَعَ (لنفسه مكانة)	v
awn4-e17e599b0247d	سابحة الظهر	n
awn4-e17e59ad7d77b	قدم-باوندال	n
awn4-e17e75c7ec62c	ملء صفيحة	n
awn4-e17e787ce8cfb	يوديد الفضة	n
awn4-e17e790e4b001	فوليوت مصفر	n
awn4-e17e855cda336	تذرية بالقفز	n
awn4-e17e8a806b5c7	تحلل بروتيني	n
awn4-e17e962bbdc8c	صمغ اللك	n
awn4-e17ea085d7523	بضع طبلة الأذن	n
awn4-e17ea582435f6	تريط	n
awn4-e17eb98a0e6ee	عبر لغوي	a
awn4-e17ec0e68b8d4	هاجس مخيف	n
awn4-e17ee0a101c63	جنس بليكتروفيناكس	n
awn4-e17ee2cdd557a	بَالَغَ في التفكير	v
awn4-e17eeb4ed1cd7	نيران اعتراضية	n
awn4-e17eef9582d73	ريزيدا عطرة	n
awn4-e17ef37113653	قبار غاري الورق	n
awn4-e17ef40bb0beb	مايكل أنجلي	a
awn4-e17f0259b0397	وصلة سيامية	n
awn4-e17f0366415c4	جنى أموالاً طائلة	v
awn4-e17f20f9a7959	لاديني	a
awn4-e17f24d855eeb	مرتاد	a
awn4-e17f2c1efcf40	عفن القلب	n
awn4-e17f2d7b46849	عشق الذات	n
awn4-e17f2da077835	تجنب	v
awn4-e17f3ab84f4b5	اتفاقية	n
awn4-e17f40f85d4e0	منظار المستقيم	n
awn4-e17f4296aed64	زَخْرَفَ بِأَلْوَانٍ مُتَعَدِّدَة	v
awn4-e17f47b87a331	تَوَخَّى الحَذَر	v
awn4-e17f740788a5e	برولوج	n
awn4-e17f7567bfab1	نَأَى	v
awn4-e17f76b2fc8c5	بِطَاعَة	r
awn4-e17f7a0b64b6a	لِمُدَّة شَهْر	s
awn4-e17f885259d23	طابعة أسطوانية	n
awn4-e17f987393b53	بيض مخفوق	n
awn4-e17f9e2161bb0	سفورزاندو	n
awn4-e17f9ec9fe4f1	لولب	n
awn4-e17fa17abbbe3	حبل تعليق	n
awn4-e17fa392dacb2	دبلت	n
awn4-e17fa4e040a9a	مهلاً مهلاً	r
awn4-e17fb0deea367	بوينتر هنغاري	n
awn4-e17fb2509b9f1	مجمع راهبات القديسة كاترين العذراء والشهيدة	n
awn4-e17fcd8611e77	تزاوج خلطي	n
awn4-e17fcdcb398df	مطرقة الكروكيت	n
awn4-e17fdd5e38f51	فصيلة العرابيد	n
awn4-e17fe1990ab7b	تارتليت	n
awn4-e17fec7347cc6	عناصر شابة	n
awn4-e17ff25ac9cb5	بوروز	n
awn4-e17ff68f3f7ed	منطقة العواصف الغبارية	n
awn4-e17ffaf2ab938	كاميا	n
awn4-e1800c9d7b0ae	زيت الخزامى	n
awn4-e1801db7392ad	شريك السكن	n
awn4-e1802ae8a81fb	عصر الفضاء	n
awn4-e1803145b966d	باحث في الشواذ	n
awn4-e1804384a127e	خس الزبدة	n
awn4-e18046795da51	سلخ فروة الرأس	v
awn4-e1804fadc4261	مُفْسَد بِالدَّلَال	s
awn4-e18054e7b51ef	حامل الترخيص	n
awn4-e180617d99025	داء الجيارديات	n
awn4-e1807cbccebac	خشاف	n
awn4-e18083628bd6f	قتل رحيم	n
awn4-e180843dc8bea	توري	n
awn4-e18087d9e9a55	برج كهرباء	n
awn4-e1808f0292b98	عضوية تشريعية	n
awn4-e1809236b928a	أرسين	n
awn4-e1809357f9363	محمد علي جناح	n
awn4-e18094d72a5a9	جَدِيرٌ بِالاقْتِبَاسِ	s
awn4-e1809635148c0	خلاصة الشاي	n
awn4-e180971614450	تذوقي	a
awn4-e1809a2646c0c	طارد بكلاب الصيد	v
awn4-e1809aabf571d	سرخس الأفعى المجلجلة	n
awn4-e180a5badc87a	زنبرك حلزوني	n
awn4-e180aa48bb9d4	صناعة السيارات	n
awn4-e180ae11f8dfa	غائر	a
awn4-e180afe4d3367	دثّر	v
awn4-e180b74b0f009	ذيل الثعلب الأصفر	n
awn4-e180c2823a6d5	صابوني	a
awn4-e180da12220ea	محدث للصفار	a
awn4-e180dfa7b70d0	ضريبة الأرباح الرأسمالية	n
awn4-e180e8ab30519	غَيَّرَ	v
awn4-e180f2b94a492	مُتَوَاضِع	s
awn4-e1810042be75b	تخلخل العظم	n
awn4-e18107ef68b47	جون إنديكوت	n
awn4-e1810dfbc2c13	بِجَسَدِه	r
awn4-e181165d94c87	سهم صغير	n
awn4-e18117c48d489	نَقَلَ بِسُرْعَة	v
awn4-e18120414b909	ركلة المقص	n
awn4-e1812169812be	بتعرج	r
awn4-e1812b38a150a	تحقيق الذات	n
awn4-e1812be3b07e1	حمل صغير	n
awn4-e1812ea2de2d5	مُسْتَدَقّ	s
awn4-e18131f9c262a	انشقاق كنسي	n
awn4-e1813b17b4e1e	زاوية نصف قطرية	n
awn4-e18142096dba2	إكينوبس	n
awn4-e18149defe07a	مشغل جهاز	n
awn4-e1814f5b9f922	ليسبس	n
awn4-e1815c01dbbde	كُرُور	n
awn4-e181615933a53	مكبس مسطح	n
awn4-e18162ebdf785	يضيع الوقت في عمل تافه	v
awn4-e18169b6da190	كفى الجميع	v
awn4-e18188dc5b32d	ماء الكلور	n
awn4-e1818aed83bb9	توتيلو	n
awn4-e18197ae14744	قرار حظر	n
awn4-e181a53abd8ba	ساو جواو دي ميريتي	n
awn4-e181aad961076	خَبيث	s
awn4-e181be29c89d3	بلعومي	a
awn4-e181c6c4dc310	بلا خجل	r
awn4-e181cc10f8a3f	نعش	n
awn4-e181ccaf938e9	أسبوع العنصرة	n
awn4-e181d116c25a9	تل مدفني	n
awn4-e181d64dd51eb	يوسف	n
awn4-e181d8992834f	بأر	v
awn4-e181e7a913b03	أَخْرَق بَحْرِيًّا	s
awn4-e181ea7dc7763	غَيْر حَاقِد	s
awn4-e182023f32ea4	إزالة الأسبستوس	n
awn4-e18202a85f37c	مهرجان سينمائي	n
awn4-e1820717542b3	توضيح	n
awn4-e18207f0f8c99	اِكْتِظَاظ	n
awn4-e1820848509b6	طاهٍ ماهر	n
awn4-e182199a1a549	قافية مزدوجة	n
awn4-e1821bbaf4763	وينستون-سالم	n
awn4-e18229a511358	مُلَيِّن	s
awn4-e1822cb2143ae	مزوج	a
awn4-e1822ce4bbfd4	أَخَلَّ	v
awn4-e182301451ada	ريزوتو	n
awn4-e18240a46cb90	جسر البوابة الذهبية	n
awn4-e1824f5a651f7	جَرَّدَ مِنْ الْقُوَّة	v
awn4-e182546002efa	زَادَ السُّرْعَة	v
awn4-e1826397f8a65	ضفدع الغنم	n
awn4-e18266e6dfd96	الأساطير الكلاسيكية	n
awn4-e1826b10dc6a4	عشب الحسك	n
awn4-e18274606560e	مكبس أسطواني	n
awn4-e18274f93700d	جهد متواصل	n
awn4-e1827769e3b9d	كيس قمامة	n
awn4-e18282eb3ed26	هلال	n
awn4-e1828624ce484	بندقية رشاشة محمولة	n
awn4-e182863a02fa2	يفوز بـ	v
awn4-e1828ce6febd7	تمهيدي	a
awn4-e1828fb8fcbd9	تعثر في الإمساك	v
awn4-e182a913636d3	تحامل	n
awn4-e182b10b2ade7	نِصْف	s
awn4-e182c1201d616	خال من السكر	a
awn4-e182cf6edf583	برنامج تدقيق	n
awn4-e182d3ca97821	أطلال	n
awn4-e182d58767b8b	لا ثقوبيات	n
awn4-e182d803ef30a	تشيريبوفيتس	n
awn4-e182e0237b57f	راقص النقر	n
awn4-e182e1663f01a	مصل	n
awn4-e182e5fa4a2d9	وزير المالية	n
awn4-e182eca76ef29	ملقّن	n
awn4-e182f5738c4b5	سارية مايو	n
awn4-e182f586f064b	عرض خطوة بخطوة	n
awn4-e182fb4635d51	قاعدة الكأس	n
awn4-e18300234fad2	إزميل	n
awn4-e18321d6c51bd	فريتز هابر	n
awn4-e183250ef6ff5	قاعة التداول	n
awn4-e1833279f9b40	كوكا شنتو	n
awn4-e1833c74a6b66	تَلَصَّصَ	v
awn4-e1833d3fcd261	بَهْرَجَ	v
awn4-e1833e41b8b53	أونسيديوم بابيليو	n
awn4-e183436cf6465	مختبر التحقيقات الجنائية للجيش الأمريكي	n
awn4-e183510b1be65	بوهيميريا	n
awn4-e1835126c6a60	مقبض مزخرف	n
awn4-e183584c54288	كريمة ثقيلة	n
awn4-e1835e511d795	القانون الدوري	n
awn4-e18360e16c0df	بروتياز	n
